1	6.40976e+06	-7.72703e+06	7.38663e+06	-3.58345e+06	8.71331e+06	3.99031e+06	-3.44177e+06	0	0	0	
1	6.40976e+06	-7.29136e+06	7.58614e+06	-3.75553e+06	8.71331e+06	3.99031e+06	-3.44177e+06	0	0	0	
1	6.40976e+06	-6.8557e+06	7.78566e+06	-3.92762e+06	8.71331e+06	3.99031e+06	-3.44177e+06	0	0	0	
1	6.40976e+06	-6.42003e+06	7.98517e+06	-4.09971e+06	8.71331e+06	3.99031e+06	-3.44177e+06	0	0	0	
1	6.40976e+06	-5.98437e+06	8.18469e+06	-4.2718e+06	8.71331e+06	3.99031e+06	-3.44177e+06	0	0	0	
1	6.40976e+06	-5.5487e+06	8.3842e+06	-4.44389e+06	8.71331e+06	3.99031e+06	-3.44177e+06	0	0	0	
1	6.40976e+06	-5.11304e+06	8.58372e+06	-4.61598e+06	8.71331e+06	3.99031e+06	-3.44177e+06	0	0	0	
1	6.40976e+06	-4.67737e+06	8.78323e+06	-4.78807e+06	8.71331e+06	3.99031e+06	-3.44177e+06	0	0	0	
1	6.40976e+06	-4.24171e+06	8.98275e+06	-4.96015e+06	8.71331e+06	3.99031e+06	-3.44177e+06	0	0	0	
1	6.40976e+06	-3.80604e+06	9.18227e+06	-5.13224e+06	8.71331e+06	3.99031e+06	-3.44177e+06	0	0	0	
1	6.40976e+06	-3.37037e+06	9.38178e+06	-5.30433e+06	8.71331e+06	3.99031e+06	-3.44177e+06	0	0	0	
1	6.40976e+06	-2.93471e+06	9.5813e+06	-5.47642e+06	8.71331e+06	3.99031e+06	-3.44177e+06	0	0	0	
1	6.40976e+06	-2.49904e+06	9.78081e+06	-5.64851e+06	8.71331e+06	3.99031e+06	-3.44177e+06	0	0	0	
1	6.40976e+06	-2.06338e+06	9.98033e+06	-5.8206e+06	8.71331e+06	3.99031e+06	-3.44177e+06	0	0	0	
1	6.40976e+06	-1.62771e+06	1.01798e+07	-5.99269e+06	8.71331e+06	3.99031e+06	-3.44177e+06	0	0	0	
1	6.40976e+06	-1.19205e+06	1.03794e+07	-6.16478e+06	8.71331e+06	3.99031e+06	-3.44177e+06	0	0	0	
1	6.40976e+06	-756381	1.05789e+07	-6.33686e+06	8.71331e+06	3.99031e+06	-3.44177e+06	0	0	0	
1	6.40976e+06	-320715	1.07784e+07	-6.50895e+06	8.71331e+06	3.99031e+06	-3.44177e+06	0	0	0	
1	6.40976e+06	114951	1.09779e+07	-6.68104e+06	8.71331e+06	3.99031e+06	-3.44177e+06	0	0	0	
1	6.40976e+06	550616	1.11774e+07	-6.85313e+06	8.71331e+06	3.99031e+06	-3.44177e+06	0	0	0	
